Gender,Education,Marital Status,Home Status,Employment Type,Region,Industry,Has Mortgage,Prior Default,Age,Annual Income($),Employment Years,Months At Address,Credit Score,Num Credit Cards,Credit Utilization(%),Num Late Payments,Num Inquiries 6M,Monthly Debt($),Savings Balance($),Approved
Male,High School,Single,Mortgage,Self-Employed,Urban,Other,Yes,No,41,313546.0,39.0,18.0,616.0,2,52.8,0,2,1961.0,2828.0,0
Female,PhD,Single,Mortgage,Contract,Urban,Retail,Yes,No,52,46239.0,30.0,256.0,644.0,2,49.3,1,2,414.0,2806.0,0
Male,Masters,Single,Rent,Contract,Rural,,No,Yes,37,,38.0,289.0,652.0,2,20.6,0,1,753.0,1344.0,0
Male,Masters,Single,Rent,Salaried,Urban,Finance,No,No,37,28859.0,7.0,115.0,382.0,2,61.7,3,2,1345.0,13424.0,0
Male,Bachelors,Single,Rent,Self-Employed,Urban,Healthcare,No,No,61,148327.0,17.0,13.0,715.0,2,8.7,1,0,225.0,7794.0,1
Male,High School,Single,Rent,Salaried,Suburban,Retail,No,No,22,20347.0,39.0,191.0,564.0,1,13.8,0,0,276.0,5457.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Other,Yes,No,34,44409.0,26.0,173.0,625.0,2,26.3,0,3,1139.0,17486.0,0
Male,Bachelors,Single,Rent,,Suburban,Tech,No,Yes,38,51446.0,13.0,11.0,850.0,1,66.1,0,0,346.0,2305.0,0
Female,Bachelors,Married,Mortgage,Salaried,Urban,Retail,Yes,No,48,74538.0,39.0,38.0,638.0,0,82.2,0,0,2844.0,44507.0,0
Male,Bachelors,Married,Rent,Salaried,Rural,Retail,No,Yes,52,54884.0,32.0,84.0,651.0,2,39.8,2,2,2513.0,2425.0,0
Female,Bachelors,Married,Mortgage,Salaried,Suburban,Finance,Yes,No,49,22044.0,17.0,5.0,694.0,0,79.0,1,0,1267.0,,0
Female,High School,Married,Own,Salaried,Urban,Retail,No,No,55,73126.0,14.0,148.0,716.0,1,46.8,0,0,555.0,5183.0,0
Male,Masters,Divorced,Mortgage,Salaried,Urban,Tech,Yes,No,26,32574.0,39.0,237.0,549.0,1,24.0,2,0,1709.0,8461.0,0
Female,High School,Married,Mortgage,Self-Employed,Rural,Other,No,No,57,45789.0,38.0,215.0,669.0,2,38.1,1,1,1703.0,6354.0,0
Female,Masters,Married,Mortgage,Self-Employed,Urban,Healthcare,Yes,No,44,,39.0,69.0,,4,54.2,3,0,522.0,8563.0,1
Male,Masters,Married,Rent,Salaried,Urban,Other,Yes,No,65,31337.0,27.0,235.0,684.0,3,50.3,0,2,1130.0,1648.0,0
Female,Bachelors,Single,Own,Salaried,Suburban,Healthcare,Yes,No,33,,,9.0,724.0,3,36.4,0,2,2606.0,89650.0,1
Female,High School,Married,Rent,Salaried,Urban,Manufacturing,Yes,No,34,132735.0,19.0,89.0,668.0,2,38.0,2,0,290.0,1668.0,1
Male,Bachelors,Divorced,Rent,Salaried,Rural,Manufacturing,No,No,48,92808.0,25.0,237.0,789.0,5,67.8,0,0,852.0,,1
Female,Bachelors,Married,Rent,Salaried,Suburban,Other,No,Yes,36,101012.0,21.0,115.0,634.0,5,18.4,2,2,1605.0,3521.0,0
Male,High School,Single,Own,Salaried,Suburban,Other,No,No,23,68010.0,32.0,141.0,746.0,2,34.0,0,2,1873.0,3874.0,1
Male,High School,Married,Rent,Self-Employed,Rural,Manufacturing,No,Yes,36,,9.0,21.0,604.0,1,52.6,0,0,1035.0,749.0,0
Male,PhD,Married,Own,,Rural,Manufacturing,No,No,45,,38.0,77.0,836.0,5,65.5,0,4,418.0,9957.0,1
Male,Bachelors,Single,Own,Retired,Urban,Tech,No,Yes,55,66365.0,,78.0,728.0,4,15.5,0,0,1491.0,4230.0,0
Male,Bachelors,Married,Rent,Contract,Rural,Tech,No,No,20,54326.0,21.0,128.0,697.0,3,39.1,0,0,1397.0,1172.0,1
Male,High School,Married,Living with Parents,Salaried,Urban,Finance,No,No,23,,7.0,21.0,592.0,3,20.3,1,2,1851.0,10427.0,0
Male,Bachelors,Married,Rent,Salaried,Suburban,Tech,Yes,No,66,68480.0,39.0,234.0,774.0,2,49.1,0,0,2625.0,8500.0,1
Female,Masters,Married,Mortgage,Unemployed,Suburban,Tech,Yes,No,27,48660.0,,94.0,697.0,1,45.7,2,1,2562.0,2740.0,0
Female,High School,Married,Rent,Contract,Rural,Other,No,No,66,31816.0,23.0,95.0,736.0,1,51.1,2,0,2099.0,,0
Male,Masters,Married,Rent,Self-Employed,Urban,Tech,No,No,31,66331.0,20.0,224.0,585.0,1,34.5,0,0,,5485.0,0
Male,High School,Single,Mortgage,Salaried,Suburban,Finance,No,No,49,38063.0,12.0,263.0,558.0,2,95.0,1,0,820.0,,0
Female,High School,Married,Mortgage,Self-Employed,Suburban,Finance,No,No,65,53477.0,30.0,273.0,693.0,2,69.3,1,0,1233.0,1743.0,0
Male,Masters,Single,Own,Self-Employed,Urban,Finance,No,No,72,126898.0,8.0,217.0,432.0,3,13.9,1,0,1242.0,18948.0,1
Male,High School,Single,Living with Parents,Salaried,Suburban,Other,No,No,31,85019.0,,,701.0,1,80.5,0,2,1342.0,15763.0,0
Female,Masters,Married,Rent,Salaried,Suburban,Retail,No,No,35,80367.0,0.0,220.0,,1,44.5,0,0,51.0,3324.0,1
Male,High School,Divorced,Rent,Salaried,Urban,Other,Yes,No,27,19884.0,24.0,4.0,570.0,0,60.9,1,1,551.0,,0
Female,High School,Single,Rent,Salaried,Urban,Retail,Yes,No,57,39062.0,30.0,24.0,,1,16.7,1,1,289.0,3555.0,1
Female,Bachelors,Divorced,Rent,Unemployed,Urban,Other,No,No,72,31387.0,0.0,,,2,51.2,0,1,1801.0,,0
Male,High School,Single,Rent,Self-Employed,Suburban,Other,Yes,No,36,57264.0,13.0,6.0,664.0,2,69.4,0,0,,2071.0,0
Male,High School,Divorced,Mortgage,Salaried,Urban,Healthcare,No,No,40,121380.0,31.0,180.0,533.0,1,21.3,0,1,2431.0,6852.0,0
Female,Bachelors,Married,Rent,Salaried,Suburban,Healthcare,Yes,No,31,30146.0,15.0,99.0,393.0,5,50.6,1,1,807.0,1849.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Other,Yes,No,63,,14.0,199.0,684.0,2,28.3,3,2,2130.0,1136.0,0
Female,Bachelors,Married,Mortgage,Contract,Urban,Other,Yes,No,40,78473.0,19.0,12.0,705.0,1,32.3,1,2,1133.0,869.0,1
Female,Masters,Married,,Retired,Suburban,Tech,Yes,No,73,92138.0,29.0,26.0,692.0,2,60.3,1,0,1736.0,813.0,0
Male,High School,Single,Mortgage,Salaried,Suburban,Other,No,No,48,,39.0,247.0,728.0,4,32.7,0,0,1889.0,2158.0,1
Female,Masters,Divorced,Mortgage,Unemployed,Suburban,Other,Yes,No,68,26288.0,0.0,251.0,,3,70.5,2,3,2998.0,,0
Female,Bachelors,Single,Own,Salaried,Urban,Finance,Yes,Yes,37,42843.0,12.0,31.0,570.0,5,20.2,0,1,0.0,1688.0,0
Male,Masters,Single,Rent,Contract,Urban,Retail,Yes,No,61,31470.0,23.0,228.0,827.0,2,80.2,3,0,3033.0,7006.0,0
Male,High School,Married,Rent,Salaried,Urban,Retail,No,No,62,94295.0,36.0,9.0,630.0,1,76.7,1,0,1524.0,,0
Male,Bachelors,Married,Own,Self-Employed,Urban,Retail,No,No,27,64617.0,30.0,165.0,658.0,1,39.8,1,1,2233.0,,0
Female,High School,Single,Rent,,Urban,Finance,No,No,29,20925.0,29.0,256.0,673.0,5,27.2,1,0,439.0,9354.0,0
Male,High School,Single,Rent,Contract,Urban,Other,Yes,No,70,71849.0,0.0,195.0,674.0,1,54.3,0,1,716.0,2139.0,0
Male,Bachelors,Married,Mortgage,Salaried,Suburban,Tech,No,No,33,24993.0,31.0,136.0,556.0,1,61.2,2,0,2587.0,1475.0,0
Female,Bachelors,Single,Rent,Contract,Suburban,Finance,No,No,20,94685.0,19.0,3.0,731.0,0,59.6,2,2,1087.0,13955.0,0
Male,Bachelors,Divorced,Rent,Salaried,Urban,Retail,No,No,47,190189.0,29.0,,627.0,2,45.7,3,0,910.0,5459.0,0
Female,High School,Married,Rent,Salaried,Urban,Other,No,No,52,153486.0,21.0,39.0,632.0,1,42.4,0,4,30.0,530.0,0
Male,High School,Single,Own,Self-Employed,Suburban,Healthcare,Yes,No,61,41753.0,31.0,55.0,,1,29.9,1,4,,1918.0,1
Male,PhD,Single,Own,Salaried,Urban,Healthcare,No,No,62,33854.0,22.0,268.0,839.0,1,25.9,0,3,3472.0,16025.0,1
Male,High School,Married,Own,Salaried,Rural,Manufacturing,No,No,68,,28.0,16.0,725.0,1,62.0,0,0,1420.0,18756.0,0
Female,Bachelors,Single,Rent,Salaried,Urban,Retail,No,No,68,40986.0,,147.0,767.0,2,43.3,1,2,1972.0,,1
Female,Masters,Married,Mortgage,Salaried,Urban,Other,Yes,No,69,147066.0,6.0,181.0,598.0,4,54.0,1,1,2323.0,6120.0,0
Male,Bachelors,Married,Rent,Self-Employed,Suburban,Healthcare,Yes,No,19,111738.0,18.0,103.0,608.0,2,32.4,1,2,1451.0,3851.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Other,Yes,Yes,40,27849.0,35.0,244.0,850.0,1,76.9,1,1,319.0,24790.0,0
Male,High School,Married,Rent,Unemployed,Suburban,Other,No,No,25,44195.0,0.0,151.0,696.0,2,44.2,0,2,298.0,1312.0,0
Male,High School,Married,,Salaried,Suburban,Other,No,No,66,,14.0,59.0,695.0,1,33.4,2,0,2509.0,2609.0,0
Male,PhD,Single,Own,Unemployed,Suburban,Other,No,No,67,109236.0,0.0,181.0,692.0,1,60.4,1,2,1687.0,5324.0,0
Female,Bachelors,Married,Rent,Contract,Rural,Healthcare,No,Yes,36,65684.0,4.0,272.0,724.0,3,82.5,2,0,1825.0,5703.0,0
Male,High School,Single,Rent,Salaried,Urban,Finance,Yes,Yes,41,145230.0,10.0,6.0,514.0,2,28.6,0,0,1785.0,2328.0,0
Male,Masters,Married,Rent,Self-Employed,Urban,Healthcare,No,No,35,48340.0,28.0,292.0,802.0,3,28.3,0,2,219.0,2392.0,1
Male,Masters,Married,Rent,Salaried,Urban,Other,No,Yes,37,72976.0,0.0,206.0,639.0,1,53.3,1,1,3603.0,1522.0,0
Male,Bachelors,Married,Living with Parents,Salaried,Urban,Healthcare,Yes,Yes,43,60561.0,14.0,267.0,579.0,1,53.0,1,1,1122.0,4476.0,0
Female,High School,Married,Rent,Salaried,Urban,Healthcare,No,Yes,58,112915.0,27.0,263.0,529.0,3,78.2,0,1,1379.0,3991.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Retail,No,No,72,81330.0,12.0,83.0,602.0,3,40.2,2,2,748.0,5744.0,0
Female,Masters,Single,Own,Retired,Urban,Manufacturing,No,Yes,70,33586.0,15.0,227.0,597.0,1,29.2,0,0,291.0,8946.0,0
Male,High School,Single,Mortgage,Self-Employed,Urban,Finance,Yes,No,36,46369.0,38.0,96.0,748.0,2,8.5,2,0,2585.0,1417.0,0
Female,PhD,Married,Mortgage,Self-Employed,Suburban,Other,No,No,28,34770.0,0.0,50.0,498.0,1,49.7,1,0,626.0,915.0,0
Female,Bachelors,Single,Mortgage,Contract,Suburban,Healthcare,No,No,50,27430.0,22.0,79.0,757.0,1,22.8,0,1,1711.0,737.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Tech,No,Yes,45,101692.0,12.0,278.0,621.0,1,47.0,2,3,167.0,,0
Female,Masters,Married,Mortgage,Salaried,Urban,Tech,No,No,64,42727.0,26.0,123.0,658.0,4,35.5,1,1,891.0,4229.0,1
Female,High School,Married,Rent,Salaried,Rural,Finance,No,No,55,63366.0,14.0,165.0,644.0,0,66.9,1,1,0.0,1143.0,0
Female,Bachelors,Married,Mortgage,Self-Employed,Urban,Finance,No,No,69,65912.0,37.0,75.0,544.0,2,22.8,0,0,109.0,1191.0,0
Female,Bachelors,Married,,Self-Employed,Suburban,Other,Yes,Yes,59,92734.0,34.0,75.0,,0,50.1,0,2,1194.0,3241.0,0
Male,High School,Single,Living with Parents,Contract,Urban,Other,No,No,46,124227.0,12.0,49.0,598.0,0,89.6,0,0,2609.0,,0
Male,High School,Single,Own,Retired,Urban,Manufacturing,Yes,No,74,,,256.0,512.0,2,26.2,0,2,2834.0,5873.0,0
Female,High School,Single,Mortgage,Retired,Urban,Other,Yes,Yes,72,,31.0,235.0,527.0,0,73.0,0,1,898.0,11622.0,0
Female,Bachelors,Married,Living with Parents,Salaried,Suburban,Retail,No,No,44,63439.0,13.0,162.0,547.0,4,23.1,1,1,2869.0,4302.0,0
Male,Bachelors,Married,Living with Parents,Self-Employed,Urban,Tech,Yes,No,73,90486.0,8.0,74.0,794.0,1,39.1,1,1,2042.0,1334.0,1
Male,High School,Married,Mortgage,Unemployed,Suburban,Healthcare,No,No,45,54962.0,0.0,226.0,850.0,1,29.6,0,2,1669.0,644.0,0
Male,Bachelors,Single,Living with Parents,Salaried,Suburban,Other,Yes,No,52,23476.0,9.0,62.0,709.0,0,22.0,0,1,2148.0,,0
Female,High School,Divorced,Living with Parents,Salaried,Urban,Tech,No,No,74,28800.0,16.0,69.0,548.0,1,69.2,0,3,1683.0,1764.0,0
Male,Masters,Married,Mortgage,Salaried,Urban,Retail,Yes,No,32,81038.0,13.0,142.0,686.0,1,21.8,0,0,959.0,836.0,1
Female,High School,Single,Mortgage,,Rural,Healthcare,No,Yes,50,42267.0,6.0,,696.0,4,32.7,1,0,0.0,10046.0,0
Female,High School,Single,Rent,Self-Employed,Suburban,Tech,No,No,64,44384.0,30.0,,596.0,4,17.3,0,2,,1078.0,0
Female,Bachelors,Single,Own,Salaried,Urban,Retail,Yes,No,34,17963.0,37.0,36.0,692.0,5,26.8,0,2,1959.0,17316.0,0
Female,Bachelors,Married,Own,Salaried,Suburban,Healthcare,No,No,37,42666.0,2.0,138.0,801.0,4,36.4,0,0,2017.0,,1
Female,Masters,Single,Mortgage,Self-Employed,Urban,Tech,No,No,72,81323.0,35.0,66.0,481.0,2,42.8,1,0,1770.0,7840.0,0
Female,Bachelors,Single,Living with Parents,Salaried,Suburban,Manufacturing,No,No,67,81425.0,36.0,231.0,689.0,3,44.2,0,1,1322.0,1369.0,1
Male,Masters,Married,Rent,Salaried,Rural,Retail,No,No,59,21088.0,16.0,157.0,,2,13.0,0,2,2951.0,3369.0,0
Female,Bachelors,Married,Own,Salaried,Urban,Tech,Yes,Yes,41,60523.0,36.0,75.0,599.0,1,66.8,0,0,1565.0,3799.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Other,No,No,60,52982.0,12.0,100.0,694.0,0,36.9,1,3,865.0,7805.0,0
Female,Bachelors,Single,Mortgage,Salaried,Rural,,No,No,63,42156.0,11.0,283.0,787.0,3,41.3,0,1,436.0,370.0,1
Male,Bachelors,Married,Own,Unemployed,Urban,Tech,No,No,62,38027.0,,40.0,607.0,4,52.6,1,1,405.0,978.0,0
Female,High School,Divorced,Rent,Contract,Urban,Retail,No,No,30,62257.0,20.0,239.0,785.0,3,73.3,1,2,0.0,1410.0,0
Male,Masters,Divorced,Living with Parents,Salaried,Rural,Retail,No,No,36,115881.0,6.0,27.0,698.0,1,24.0,1,3,0.0,872.0,1
Female,Bachelors,Married,Own,Retired,Urban,Finance,Yes,Yes,27,76810.0,16.0,125.0,699.0,4,29.5,1,0,0.0,459.0,0
Female,Bachelors,Married,Rent,Salaried,Urban,Healthcare,No,Yes,65,95134.0,19.0,275.0,763.0,2,23.8,0,0,1954.0,10597.0,1
Female,High School,Married,Own,Contract,Rural,Healthcare,Yes,No,60,43592.0,2.0,57.0,671.0,3,72.2,1,2,498.0,29140.0,0
Female,Bachelors,Married,Rent,Contract,Suburban,Retail,Yes,Yes,55,83535.0,39.0,189.0,,1,5.9,0,2,432.0,1690.0,1
Male,Bachelors,Single,Own,Salaried,Urban,Retail,No,No,62,,30.0,91.0,624.0,2,38.5,0,1,1463.0,1277.0,0
Female,Bachelors,Divorced,Rent,Salaried,Urban,Manufacturing,No,No,72,65862.0,32.0,277.0,662.0,1,13.3,1,1,1839.0,,0
Male,Bachelors,Divorced,Mortgage,Salaried,Suburban,Other,No,No,71,16030.0,32.0,80.0,541.0,3,84.5,0,2,873.0,919.0,0
Male,Masters,Divorced,Rent,Salaried,Suburban,Retail,Yes,No,43,40565.0,36.0,13.0,567.0,2,18.4,0,0,1161.0,2272.0,0
Female,Masters,Divorced,Own,Salaried,Suburban,Healthcare,Yes,No,73,75972.0,26.0,256.0,755.0,3,31.1,0,2,2134.0,2839.0,1
Female,Bachelors,Married,Rent,Salaried,Urban,Tech,No,Yes,29,32776.0,,266.0,628.0,2,45.4,0,1,549.0,2545.0,0
Female,PhD,Divorced,Living with Parents,Salaried,Urban,Healthcare,No,No,73,81079.0,30.0,61.0,695.0,1,62.8,1,2,1824.0,35129.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Other,Yes,No,46,37000.0,7.0,,509.0,3,56.1,4,1,1259.0,57960.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Retail,Yes,No,29,40522.0,33.0,69.0,,4,53.1,0,0,350.0,4424.0,0
Female,Masters,Single,Own,Salaried,Rural,Finance,No,Yes,74,107444.0,37.0,269.0,,2,68.1,0,0,775.0,792.0,0
Female,High School,Married,Rent,Contract,Suburban,Tech,No,No,23,41604.0,3.0,282.0,652.0,1,44.7,1,0,987.0,4312.0,0
Male,Masters,Married,Mortgage,Contract,Urban,Other,No,No,34,26023.0,14.0,161.0,579.0,0,77.7,1,2,3036.0,5419.0,0
Female,Bachelors,Divorced,Mortgage,Unemployed,Rural,Finance,Yes,No,60,55743.0,0.0,6.0,,2,55.0,1,2,3133.0,2546.0,0
Male,PhD,Married,Rent,Unemployed,Suburban,Finance,Yes,Yes,19,28709.0,0.0,14.0,708.0,1,76.7,0,0,51.0,488.0,0
Female,High School,Single,Own,Contract,Urban,Manufacturing,Yes,No,53,25527.0,,,808.0,3,82.5,2,2,720.0,1688.0,0
Female,High School,Married,Mortgage,Contract,Urban,Other,Yes,No,74,31282.0,3.0,259.0,675.0,2,23.4,0,1,573.0,24470.0,0
Female,Masters,Single,Mortgage,Salaried,Suburban,Retail,No,No,70,38598.0,14.0,109.0,583.0,3,13.8,0,1,2293.0,9455.0,0
Female,Bachelors,Married,Own,Salaried,Suburban,Healthcare,No,No,64,87769.0,34.0,230.0,616.0,2,14.0,0,1,547.0,6815.0,1
Female,High School,Married,Living with Parents,Salaried,Suburban,Finance,No,No,62,148984.0,33.0,29.0,557.0,2,56.0,0,1,2270.0,7830.0,0
Female,Bachelors,Single,Rent,,Urban,Retail,No,No,39,176517.0,26.0,109.0,779.0,0,13.7,2,1,1722.0,9960.0,1
Male,Bachelors,Single,Own,Self-Employed,Urban,Other,No,No,35,,3.0,250.0,758.0,1,26.6,0,0,1646.0,,0
Male,Bachelors,Married,Mortgage,Salaried,Suburban,Retail,Yes,No,47,38501.0,13.0,136.0,633.0,3,52.9,2,0,1446.0,1285.0,0
Female,High School,Single,Rent,Salaried,Urban,Other,No,No,51,42937.0,38.0,83.0,687.0,2,53.7,2,1,2267.0,4037.0,0
Female,High School,Single,Own,Salaried,Urban,Finance,Yes,No,68,21524.0,,170.0,690.0,2,22.2,2,2,0.0,2531.0,0
Female,Masters,Married,Living with Parents,Salaried,Urban,Manufacturing,No,No,54,64463.0,32.0,,,0,70.0,0,1,3376.0,4752.0,1
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Tech,Yes,No,53,44362.0,14.0,210.0,680.0,0,37.8,0,0,781.0,2618.0,0
Male,PhD,Married,Rent,Salaried,Suburban,Tech,No,No,62,30839.0,28.0,61.0,674.0,2,63.1,1,1,2508.0,,0
Male,Bachelors,Married,Rent,Salaried,Urban,Tech,Yes,No,63,41195.0,8.0,197.0,694.0,5,10.1,0,1,1495.0,1061.0,1
Female,High School,Single,Mortgage,Salaried,Urban,Retail,Yes,No,64,112910.0,29.0,184.0,526.0,1,60.5,0,0,353.0,6125.0,0
Female,High School,Single,Own,Salaried,Urban,Finance,No,No,73,34428.0,3.0,57.0,565.0,4,76.7,0,1,1641.0,747.0,0
Male,Bachelors,Married,Mortgage,Salaried,Urban,Healthcare,No,No,32,33292.0,13.0,222.0,676.0,3,54.4,2,0,880.0,8373.0,0
Male,Masters,Single,,Salaried,Urban,Retail,No,No,62,24868.0,7.0,183.0,806.0,5,19.8,1,1,1701.0,8436.0,0
Male,Masters,Divorced,Rent,,Rural,Other,No,No,51,50104.0,14.0,288.0,698.0,2,70.1,1,1,2059.0,,0
Male,Bachelors,Married,Own,Unemployed,Urban,Retail,Yes,No,48,54112.0,0.0,57.0,724.0,2,2.2,3,1,956.0,2993.0,0
Male,High School,Single,Rent,Salaried,Rural,Retail,No,No,37,69100.0,3.0,128.0,574.0,0,71.0,3,1,433.0,38409.0,0
Male,High School,Single,Rent,Unemployed,Urban,Tech,No,Yes,61,15568.0,0.0,19.0,746.0,1,59.8,1,1,1095.0,5207.0,0
Male,Masters,Married,Mortgage,Retired,Urban,Retail,No,No,22,40642.0,22.0,288.0,663.0,7,57.7,2,0,624.0,,0
Female,Bachelors,Married,Mortgage,Unemployed,Urban,Manufacturing,No,No,24,58083.0,0.0,71.0,689.0,3,63.5,2,1,2735.0,6408.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Other,No,No,54,158911.0,32.0,75.0,657.0,0,34.8,0,2,2851.0,48667.0,1
Female,Masters,Single,Rent,Contract,Suburban,Other,No,No,31,45617.0,29.0,146.0,691.0,3,23.0,1,1,1508.0,,0
Male,Bachelors,Single,Rent,Salaried,Urban,Finance,No,Yes,43,61698.0,35.0,295.0,720.0,6,35.7,0,1,2152.0,1241.0,0
Female,Bachelors,Single,Mortgage,Unemployed,Rural,Healthcare,Yes,No,53,37770.0,0.0,222.0,719.0,3,38.7,0,2,1679.0,12496.0,0
Female,Masters,Single,Mortgage,Retired,Suburban,Retail,Yes,No,19,,31.0,149.0,574.0,2,82.4,0,2,728.0,3159.0,0
Male,Bachelors,Married,,Salaried,Urban,Manufacturing,No,No,47,58956.0,27.0,87.0,605.0,1,27.6,0,2,989.0,858.0,0
Female,Bachelors,Single,Rent,Salaried,Rural,Finance,Yes,No,68,36538.0,4.0,299.0,651.0,2,20.1,2,2,2166.0,4560.0,0
Female,High School,Single,Rent,Salaried,Urban,Finance,No,Yes,46,90604.0,25.0,156.0,608.0,2,79.3,2,4,0.0,3908.0,0
Female,Bachelors,Single,Rent,Contract,Suburban,Manufacturing,No,Yes,28,49660.0,15.0,162.0,743.0,4,46.9,0,2,1323.0,550.0,0
Male,High School,Married,Mortgage,Salaried,Suburban,Finance,Yes,Yes,57,42198.0,15.0,246.0,556.0,4,27.6,2,3,1253.0,6560.0,0
Female,High School,Single,Own,Salaried,Rural,Finance,No,No,20,27038.0,0.0,14.0,635.0,0,37.7,0,1,1636.0,9164.0,0
Female,Bachelors,Single,Mortgage,Self-Employed,Urban,Finance,Yes,No,48,122373.0,0.0,172.0,,1,24.9,0,0,1849.0,904.0,0
Female,Masters,Single,Mortgage,Self-Employed,Urban,Healthcare,No,No,34,55264.0,31.0,45.0,603.0,2,62.6,2,2,1754.0,24888.0,0
Male,High School,Married,Rent,Unemployed,Urban,Other,No,No,24,65683.0,0.0,198.0,622.0,2,58.0,2,2,1770.0,1470.0,0
Male,Masters,Single,Rent,Contract,Suburban,Healthcare,Yes,No,67,103221.0,21.0,22.0,693.0,4,40.9,1,0,2108.0,7856.0,1
Female,Bachelors,Married,Rent,Self-Employed,Urban,Manufacturing,No,No,39,,24.0,61.0,668.0,2,51.5,1,2,1303.0,1414.0,0
Male,Bachelors,Single,Rent,Unemployed,Urban,Healthcare,Yes,Yes,66,66728.0,0.0,170.0,620.0,1,39.8,0,0,2360.0,,0
Male,Masters,Married,Rent,Salaried,Rural,Retail,No,No,56,94345.0,35.0,141.0,671.0,1,47.2,0,0,396.0,12396.0,1
Male,Masters,Single,Own,Self-Employed,Urban,Retail,Yes,No,74,94681.0,34.0,121.0,820.0,4,57.2,2,1,1953.0,33046.0,1
Female,Bachelors,Married,Mortgage,Self-Employed,Suburban,Other,No,No,52,39624.0,29.0,230.0,568.0,1,14.2,1,0,171.0,2735.0,0
Female,High School,Married,Own,Contract,Suburban,Finance,Yes,No,57,44540.0,20.0,87.0,691.0,2,37.9,0,0,2954.0,731.0,0
Female,High School,Married,Rent,Salaried,Suburban,Finance,No,Yes,45,47929.0,37.0,40.0,617.0,2,51.6,0,1,102.0,1205.0,0
Female,Bachelors,Single,Own,Contract,Urban,,No,No,22,61418.0,13.0,37.0,754.0,2,64.7,1,1,965.0,2256.0,1
Male,Bachelors,Single,Rent,Contract,Suburban,Retail,No,Yes,19,67475.0,10.0,113.0,,1,48.7,0,2,1008.0,,0
Female,Bachelors,Married,Mortgage,Self-Employed,Suburban,Manufacturing,Yes,No,23,84457.0,18.0,237.0,798.0,2,12.4,1,0,2076.0,3685.0,1
Female,Bachelors,Married,Living with Parents,Salaried,Suburban,Tech,No,No,44,31520.0,7.0,194.0,624.0,2,50.4,2,2,1935.0,7752.0,0
Female,High School,Single,Rent,Salaried,Suburban,Finance,No,Yes,56,62668.0,38.0,21.0,713.0,1,28.4,2,2,757.0,331.0,0
Female,Masters,Single,Rent,Contract,Suburban,Manufacturing,Yes,No,24,76522.0,2.0,44.0,795.0,2,65.3,0,2,2365.0,4101.0,1
Male,Bachelors,Single,Rent,Salaried,Urban,Other,Yes,No,36,44348.0,7.0,233.0,754.0,1,53.6,0,1,845.0,1991.0,0
Male,Bachelors,Married,Own,Self-Employed,Suburban,Manufacturing,Yes,Yes,54,26804.0,2.0,256.0,,1,49.7,1,1,0.0,,0
Female,High School,Married,Mortgage,Self-Employed,Urban,Tech,No,No,66,129850.0,,,524.0,5,15.7,1,1,2324.0,3277.0,0
Male,Bachelors,Divorced,Living with Parents,Salaried,Urban,Other,No,No,19,29206.0,,91.0,580.0,0,74.5,0,1,1319.0,5038.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Healthcare,Yes,No,60,61359.0,9.0,73.0,670.0,2,35.8,0,0,2689.0,,0
Female,High School,Married,Mortgage,Salaried,Rural,Other,No,No,59,29234.0,1.0,5.0,651.0,2,61.3,2,2,1200.0,9480.0,0
Female,High School,Single,Mortgage,Salaried,Urban,Finance,No,No,36,28535.0,17.0,166.0,,3,54.6,0,1,750.0,45193.0,0
Female,High School,Single,Living with Parents,Self-Employed,Urban,Healthcare,No,No,19,42353.0,1.0,209.0,687.0,4,12.1,2,3,730.0,6691.0,0
Female,Bachelors,Married,Own,Contract,Suburban,Other,Yes,No,66,35443.0,33.0,176.0,,3,70.8,0,0,2880.0,5040.0,0
Male,Masters,Single,Own,Salaried,Urban,Other,No,No,55,45255.0,3.0,290.0,696.0,1,31.4,1,1,1165.0,3688.0,0
Female,Bachelors,Single,Rent,Self-Employed,Urban,Other,No,No,71,41925.0,33.0,282.0,685.0,1,80.8,0,2,1024.0,1679.0,0
Male,High School,Married,Own,Retired,Urban,Finance,No,No,25,160698.0,36.0,217.0,531.0,3,43.3,0,0,1039.0,1581.0,0
Male,Masters,Single,Rent,Salaried,Rural,Retail,No,No,52,89626.0,5.0,11.0,722.0,4,78.2,0,0,2329.0,8430.0,0
Female,Bachelors,Single,Mortgage,Salaried,Urban,Other,Yes,No,30,42161.0,7.0,246.0,646.0,2,52.3,0,1,1998.0,2556.0,0
Female,Masters,Divorced,Rent,Retired,Suburban,Healthcare,Yes,No,67,43043.0,23.0,36.0,647.0,1,8.3,1,1,773.0,6049.0,0
